Date,Open,High,Low,Close,Volume,Open_weekly,High_weekly,Low_weekly,Close_weekly,Volume_weekly
2007-04-03,1463.410034,1464.47998,1452.560059,1463.75,340700,1451.119995,1459.689941,1432.800049,1452.550049,1442000.0
2007-04-04,1474.650024,1484.859985,1471.050049,1483.410034,354000,1451.119995,1459.689941,1432.800049,1452.550049,1442000.0
2007-04-05,1485.530029,1485.77002,1478.449951,1482.040039,328400,1451.119995,1459.689941,1432.800049,1452.550049,1442000.0
2007-04-06,1487.72998,1488.579956,1477.689941,1484.150024,313700,1451.119995,1459.689941,1432.800049,1452.550049,1442000.0
2007-04-09,1489.790039,1501.060059,1489.130005,1501.060059,388200,1456.189941,1488.579956,1452.560059,1484.150024,1640300.0
2007-04-10,1500.790039,1502.339966,1492.349976,1499.160034,359300,1456.189941,1488.579956,1452.560059,1484.150024,1640300.0
2007-04-11,1508.680054,1519.310059,1507.569946,1513.420044,386800,1456.189941,1488.579956,1452.560059,1484.150024,1640300.0
2007-04-12,1510.27002,1525.609985,1507.560059,1525.609985,360200,1456.189941,1488.579956,1452.560059,1484.150024,1640300.0
2007-04-13,1523.819946,1526.089966,1512.359985,1520.780029,426200,1456.189941,1488.579956,1452.560059,1484.150024,1640300.0
2007-04-16,1523.890015,1533.089966,1519.300049,1532.040039,462200,1489.790039,1526.089966,1489.130005,1520.780029,1920700.0
2007-04-17,1538.890015,1538.890015,1524.329956,1528.660034,422600,1489.790039,1526.089966,1489.130005,1520.780029,1920700.0
2007-04-18,1532.569946,1538.290039,1530.02002,1534.579956,352500,1489.790039,1526.089966,1489.130005,1520.780029,1920700.0
2007-04-19,1536.890015,1537.430054,1506.140015,1513.660034,363700,1489.790039,1526.089966,1489.130005,1520.780029,1920700.0
2007-04-20,1518.579956,1533.089966,1518.579956,1533.079956,397500,1489.790039,1526.089966,1489.130005,1520.780029,1920700.0
2007-04-23,1545.449951,1554.5,1538.329956,1544.349976,387000,1523.890015,1538.890015,1506.140015,1533.079956,1998500.0
2007-04-24,1545.609985,1557.650024,1538.109985,1556.709961,393500,1523.890015,1538.890015,1506.140015,1533.079956,1998500.0
2007-04-25,1558.199951,1558.719971,1536.119995,1545.550049,445500,1523.890015,1538.890015,1506.140015,1533.079956,1998500.0
2007-04-26,1560.219971,1565.030029,1553.130005,1553.130005,391600,1523.890015,1538.890015,1506.140015,1533.079956,1998500.0
2007-04-27,1547.199951,1553.22998,1537.369995,1542.52002,356400,1523.890015,1538.890015,1506.140015,1533.079956,1998500.0
2007-04-30,1538.689941,1542.25,1530.670044,1542.23999,316000,1545.449951,1565.030029,1536.119995,1542.52002,1974000.0
2007-05-02,1550.390015,1555.619995,1546.599976,1553.300049,274300,1545.449951,1565.030029,1536.119995,1542.52002,1974000.0
2007-05-03,1563.420044,1564.01001,1555.280029,1559.859985,249700,1545.449951,1565.030029,1536.119995,1542.52002,1974000.0
2007-05-04,1563.160034,1567.73999,1556.619995,1567.73999,254500,1545.449951,1565.030029,1536.119995,1542.52002,1974000.0
2007-05-07,1574.859985,1585.699951,1574.859985,1584.459961,434500,1538.689941,1567.73999,1530.670044,1567.73999,1094500.0
2007-05-08,1585.52002,1589.069946,1577.180054,1582.650024,384000,1538.689941,1567.73999,1530.670044,1567.73999,1094500.0
2007-05-09,1582.910034,1593.420044,1578.579956,1593.420044,358500,1538.689941,1567.73999,1530.670044,1567.73999,1094500.0
2007-05-10,1602.560059,1616.060059,1599.680054,1599.680054,408600,1538.689941,1567.73999,1530.670044,1567.73999,1094500.0
2007-05-11,1588.089966,1604.630005,1582.76001,1603.560059,373600,1538.689941,1567.73999,1530.670044,1567.73999,1094500.0
2007-05-14,1612.72998,1622.160034,1599.869995,1605.77002,477800,1574.859985,1616.060059,1574.859985,1603.560059,1959200.0
2007-05-15,1600.910034,1611.930054,1589.23999,1589.369995,480300,1574.859985,1616.060059,1574.859985,1603.560059,1959200.0
2007-05-16,1591.069946,1600.719971,1586.0,1600.599976,417100,1574.859985,1616.060059,1574.859985,1603.560059,1959200.0
2007-05-17,1614.0,1616.0,1608.209961,1615.579956,450600,1574.859985,1616.060059,1574.859985,1603.560059,1959200.0
2007-05-18,1613.119995,1617.77002,1600.23999,1612.25,454800,1574.859985,1616.060059,1574.859985,1603.560059,1959200.0
2007-05-21,1602.640015,1628.680054,1602.640015,1628.199951,512800,1612.72998,1622.160034,1586.0,1612.25,2280600.0
2007-05-22,1634.089966,1643.109985,1627.01001,1642.880005,529300,1612.72998,1622.160034,1586.0,1612.25,2280600.0
2007-05-23,1647.439941,1651.609985,1638.359985,1646.589966,447300,1612.72998,1622.160034,1586.0,1612.25,2280600.0
2007-05-25,1629.180054,1645.079956,1627.589966,1644.560059,375000,1612.72998,1622.160034,1586.0,1612.25,2280600.0
2007-05-28,1650.530029,1658.430054,1646.150024,1657.910034,379300,1602.640015,1651.609985,1602.640015,1644.560059,1864400.0
2007-05-29,1663.319946,1666.849976,1653.23999,1661.800049,495100,1602.640015,1651.609985,1602.640015,1644.560059,1864400.0
2007-05-30,1661.829956,1662.719971,1638.030029,1662.719971,488600,1602.640015,1651.609985,1602.640015,1644.560059,1864400.0
2007-05-31,1683.349976,1702.01001,1677.780029,1700.910034,497100,1602.640015,1651.609985,1602.640015,1644.560059,1864400.0
2007-06-01,1712.969971,1745.390015,1707.75,1716.23999,615400,1602.640015,1651.609985,1602.640015,1644.560059,1864400.0
2007-06-04,1734.27002,1744.02002,1713.5,1737.589966,465200,1650.530029,1745.390015,1638.030029,1716.23999,2475500.0
2007-06-05,1735.869995,1745.98999,1721.02002,1742.189941,488000,1650.530029,1745.390015,1638.030029,1716.23999,2475500.0
2007-06-07,1722.469971,1753.23999,1717.300049,1753.040039,496200,1650.530029,1745.390015,1638.030029,1716.23999,2475500.0
2007-06-08,1735.959961,1739.140015,1717.180054,1727.280029,503200,1650.530029,1745.390015,1638.030029,1716.23999,2475500.0
2007-06-11,1740.459961,1742.859985,1709.959961,1716.560059,475900,1734.27002,1753.23999,1713.5,1727.280029,1952600.0
2007-06-12,1714.540039,1730.630005,1712.130005,1729.880005,431700,1734.27002,1753.23999,1713.5,1727.280029,1952600.0
2007-06-13,1721.369995,1732.569946,1714.76001,1721.98999,715300,1734.27002,1753.23999,1713.5,1727.280029,1952600.0
2007-06-14,1742.119995,1769.180054,1740.699951,1769.180054,580500,1734.27002,1753.23999,1713.5,1727.280029,1952600.0
2007-06-15,1772.030029,1776.800049,1762.219971,1772.26001,540000,1734.27002,1753.23999,1713.5,1727.280029,1952600.0
2007-06-18,1786.290039,1807.51001,1784.439941,1806.880005,613200,1740.459961,1776.800049,1709.959961,1772.26001,2743400.0
2007-06-19,1813.530029,1813.839966,1797.180054,1807.849976,650900,1740.459961,1776.800049,1709.959961,1772.26001,2743400.0
2007-06-20,1812.819946,1813.050049,1778.26001,1783.790039,686000,1740.459961,1776.800049,1709.959961,1772.26001,2743400.0
