Date,Open,High,Low,Close,Volume
03-01-2007,12459.54004,12580.34961,12404.82031,12474.51953,327200000
04-01-2007,12473.16016,12510.41016,12403.86035,12480.69043,259060000
05-01-2007,12480.0498,12480.12988,12365.41016,12398.00977,235220000
08-01-2007,12392.00977,12445.91992,12337.37012,12423.49023,223500000
09-01-2007,12424.76953,12466.42969,12369.16992,12416.59961,225190000
10-01-2007,12417,12451.61035,12355.62988,12442.16016,226570000
11-01-2007,12442.95996,12544.45996,12442.95996,12514.98047,261720000
12-01-2007,12514.66016,12561.04004,12489.66016,12556.08008,256530000
16-01-2007,12555.83984,12585.08008,12538.92969,12582.58984,242720000
17-01-2007,12571.45996,12614,12550.5498,12577.15039,272720000
18-01-2007,12575.05957,12611.91016,12547.33984,12567.92969,250690000
19-01-2007,12567.92969,12586.83984,12523.5498,12565.53027,287480000
22-01-2007,12565.53027,12572.58008,12450.88965,12477.16016,293400000
23-01-2007,12477.80957,12554.23047,12468.34961,12533.7998,236760000
24-01-2007,12534.37012,12623.4502,12531.08008,12621.76953,216920000
25-01-2007,12621.76953,12622.65039,12487.33984,12502.55957,275780000
26-01-2007,12503.28027,12539.08984,12431.33984,12487.01953,247020000
29-01-2007,12487.09961,12542.7002,12481.49023,12490.78027,234510000
30-01-2007,12492.23047,12538.4502,12459.45996,12523.30957,244040000
31-01-2007,12520.03027,12657.01953,12505.2002,12621.69043,258410000
01-02-2007,12617.2002,12682.57031,12616.08008,12673.67969,235130000
02-02-2007,12673.83984,12683.92969,12638.34961,12653.49023,203610000
05-02-2007,12653.41016,12681.20996,12629.86035,12661.74023,204140000
06-02-2007,12661.66016,12680.57031,12633.94043,12666.30957,201010000
07-02-2007,12656.86035,12700.28027,12630.5,12666.87012,194020000
08-02-2007,12665.66992,12665.83008,12575.86035,12637.62988,193820000
09-02-2007,12638.03027,12675.67969,12545.09961,12580.83008,220330000
12-02-2007,12580.11035,12607.50977,12536.20996,12552.5498,174980000
13-02-2007,12549.19043,12658.21973,12549.19043,12654.84961,204940000
14-02-2007,12651.29004,12759.40039,12651.20996,12741.86035,210880000
15-02-2007,12741.7002,12779.03027,12728.71973,12765.00977,183280000
16-02-2007,12764.12988,12769.16992,12744.01953,12767.57031,243560000
20-02-2007,12766.84961,12795.92969,12704.67969,12786.63965,205760000
21-02-2007,12782.87012,12782.87012,12707.16992,12738.41016,213470000
22-02-2007,12735.76953,12763.73047,12650.61035,12686.01953,206860000
23-02-2007,12679.88965,12682.12988,12628.01953,12647.48047,215430000
26-02-2007,12647.87988,12697.23047,12608.46973,12632.25977,230080000
27-02-2007,12628.90039,12629.37988,12086.05957,12216.24023,393300000
28-02-2007,12214.91992,12353.46973,12186.04004,12268.62988,412820000
01-03-2007,12268.62988,12289.21973,12059.54004,12234.33984,372010000
02-03-2007,12233.78027,12247.40039,12107.37012,12114.09961,315180000
