Date,Open,High,Low,Close,Volume,Index
2007-11-23,27628.9707,27851.31055,25861.73047,26541.08984,-1473980588,^HSI
2007-11-30,27398.5293,28792.30078,26637.60938,28643.60938,-820419588,^HSI
2007-12-07,28825.0293,29962.92969,28544.17969,28842.4707,1230335008,^HSI
2007-12-14,29017.69922,29235.21094,27245.16992,27563.64063,-4459330184,^HSI
2007-12-21,27236.44922,27670.31055,26093.96094,27626.91992,729604908,^HSI
2007-12-28,27965.25,28343.39063,27296.85938,27370.59961,4562071600,^HSI
2008-01-04,27437.93945,27853.59961,26864.13086,27519.68945,-1685758692,^HSI
2008-01-11,26962.53906,27637.59961,26698.53906,26867.00977,-8159932480,^HSI
2008-01-18,27019.13086,27142.88086,23957.60938,25201.86914,-1811422784,^HSI
2008-01-25,24459.01953,25243.58008,21709.63086,25122.36914,1290502320,^HSI
2008-02-01,24342.39063,24736.80078,23052.94922,24123.58008,-3698494784,^HSI
2008-02-08,24885.07031,25101.41016,23283.9707,23469.46094,-912003792,^HSI
2008-02-15,23404.74023,24208.50977,22569.5293,24148.42969,2150026608,^HSI
2008-02-22,24344.26953,24413.89063,23077.50977,23305.03906,1694123708,^HSI
2008-02-29,23546.09961,24841.23047,23164.9707,24331.66992,1556683808,^HSI
2008-03-07,23491.57031,23923.19922,22447.83984,22501.33008,-1834006888,^HSI
2008-03-14,22387.25,23737.65039,22034.75977,22237.10938,-9179473680,^HSI
2008-03-21,21318.0293,22191.88086,20572.91992,21108.2207,-4397029184,^HSI
2008-03-28,21841.7793,23313.88086,21691.55078,23285.94922,-5694674784,^HSI
2008-04-04,22997.03906,24334.18945,22700.5,24264.63086,1819823408,^HSI
2008-04-11,24484.83008,24681.46094,23905.58008,24667.78906,2567199008,^HSI
2008-04-18,23968.03906,24442.07031,23613.49023,24197.7793,1448709108,^HSI
2008-04-25,24821.0,25861.67969,24413.25,25516.7793,-369994088,^HSI
2008-05-02,25613.16992,26374.08984,25567.58984,26241.01953,-2868646688,^HSI
2008-05-09,26321.60938,26387.36914,24911.33008,25063.16992,5756023304,^HSI
2008-05-16,25190.17969,25748.33008,25032.16992,25618.85938,321292408,^HSI
2008-05-23,25592.21094,25822.0,24693.55078,24714.07031,9398758400,^HSI
2008-05-30,24234.34961,24585.7793,24100.31055,24533.11914,8267314100,^HSI
2008-06-06,24542.28906,24923.2793,24003.98047,24402.17969,5496250304,^HSI
2008-06-13,23689.16016,23741.08984,22592.30078,22592.30078,3704327504,^HSI
2008-06-20,22814.16992,23492.21094,22733.7793,22745.59961,507113008,^HSI
2008-06-27,22407.08984,22885.34961,21773.66992,22042.34961,4695337604,^HSI
2008-07-04,22237.91992,22237.91992,21163.57031,21423.82031,-30347192,^HSI
2008-07-11,21402.69922,22225.38086,21098.83984,22184.55078,-1538043688,^HSI
2008-07-18,22205.0,22360.28906,20988.74023,21874.18945,5256189404,^HSI
2008-07-25,22523.2793,23369.05078,22393.14063,22740.71094,-1713331788,^HSI
2008-08-01,22801.84961,22881.26953,22089.08984,22862.59961,7826613200,^HSI
2008-08-08,22630.58984,22713.58008,21690.59961,21885.21094,2854913204,^HSI
2008-08-15,22020.53906,22309.33008,20994.53906,21160.58008,1611540708,^HSI
2008-08-22,21163.00977,21206.59961,20350.48047,20392.06055,6256821100,^HSI
2008-08-29,20739.48047,21546.93945,20739.48047,21261.89063,5184582204,^HSI
2008-09-05,20999.32031,21066.58008,19708.39063,19933.2793,4347155304,^HSI
2008-09-12,20840.68945,20840.68945,19157.73047,19352.90039,-4145520384,^HSI
2008-09-19,18325.65039,19327.73047,16283.71973,19327.73047,1056779920,^HSI
2008-09-26,19869.01953,19869.01953,18500.10938,18682.08984,3350719408,^HSI
2008-10-03,18742.25,18742.25,16799.28906,17682.40039,-2528487888,^HSI
2008-10-10,17156.21094,17241.7793,14398.54004,14796.87012,-1925649384,^HSI
2008-10-17,15156.16016,17141.05078,14554.20996,14554.20996,-2226607280,^HSI
2008-10-24,14691.90039,15616.95996,12618.37988,12618.37988,-5920204480,^HSI
2008-10-31,12372.75,14329.84961,10676.29004,13968.66992,2223667120,^HSI
2008-11-07,14436.03027,15317.83008,13273.08984,14243.42969,-7167382080,^HSI
2008-11-14,15033.17969,15147.95996,12943.11035,13542.66016,-4857071384,^HSI
2008-11-21,13584.34961,13738.12012,11814.80957,12659.2002,-528326288,^HSI
2008-11-28,12239.49023,13930.91016,12239.49023,13888.24023,-5623489784,^HSI
2008-12-05,13775.28027,14253.66016,13344.59961,13846.08984,9427436000,^HSI
2008-12-12,14303.25,15781.0498,14303.25,14758.38965,-7737167680,^HSI
2008-12-19,15363.49023,15557.4502,14819.73047,15127.50977,1576807208,^HSI
2008-12-26,15177.12012,15227.42969,13855.88965,14184.13965,3772667600,^HSI
2009-01-02,14080.86035,15042.80957,13924.32031,15042.80957,5852934400,^HSI
2009-01-09,15349.33008,15763.5498,14297.41016,14377.44043,-3606658976,^HSI
2009-01-16,14312.25977,14312.25977,12904.0498,13255.50977,-436401584,^HSI
2009-01-23,13414.08984,13519.17969,12439.12988,12578.59961,-5083481984,^HSI
2009-01-30,13560.07031,13560.07031,12899.57031,13278.20996,-2238327792,^HSI
2009-02-06,13194.0,13660.24023,12729.04004,13655.04004,2861814408,^HSI
2009-02-13,13865.58984,13976.30957,13174.00977,13554.66992,5466898104,^HSI
2009-02-20,13559.82031,13559.82031,12669.57031,12699.16992,1035860508,^HSI
2009-02-27,12777.95996,13207.98047,12634.83984,12811.57031,6223046104,^HSI
2009-03-06,12522.61035,12576.4502,11849.16992,11921.51953,-7208376880,^HSI
2009-03-13,11872.45996,12525.7998,11344.58008,12525.7998,2328443908,^HSI
2009-03-20,12657.87012,13226.30957,12615.4502,12833.50977,2969130008,^HSI
2009-03-27,13001.5498,14257.55957,13001.5498,14119.5,-4477184880,^HSI
2009-04-03,13893.15039,14644.82031,13411.79004,14545.69043,-6499588880,^HSI
2009-04-10,14920.83984,15147.05957,14276.34961,14901.41016,-6511573184,^HSI
2009-04-17,15302.13965,15977.12988,15140.38965,15601.26953,-5226629784,^HSI
2009-04-24,15574.32031,15878.40039,14830.58984,15258.84961,-1021943888,^HSI
2009-05-01,15160.69043,15587.29004,14457.99023,15520.99023,-6683056984,^HSI
2009-05-08,15869.28027,17442.96094,15855.24023,17389.86914,-4289513280,^HSI
2009-05-15,17381.0,17685.64063,16422.2793,16790.69922,1857451512,^HSI
2009-05-22,16468.71094,17611.0,16334.36035,17062.51953,-1888642488,^HSI
2009-05-29,16999.05078,18227.78906,16789.0,18171.0,4335303408,^HSI
2009-06-05,18499.91992,18967.39063,18108.80078,18679.5293,-5139930480,^HSI
2009-06-12,18521.78906,19161.9707,17710.44922,18889.67969,-1343952184,^HSI
2009-06-19,18712.06055,18872.74023,17655.82031,17920.92969,-7837572280,^HSI
2009-06-26,17906.39063,18688.10938,17375.96094,18600.25977,-9216557680,^HSI
2009-07-03,18561.10938,18883.24023,17894.81055,18203.40039,-709962892,^HSI
2009-07-10,18020.09961,18258.25977,17493.61914,17708.41992,4747382204,^HSI
2009-07-17,17612.44922,18855.85938,17185.96094,18805.66016,5774371704,^HSI
2009-07-24,19005.18945,20063.92969,18960.53906,19982.78906,-1993059488,^HSI
2009-07-31,20170.73047,20712.66016,19787.48047,20573.33008,-1883470288,^HSI
2009-08-07,20582.67969,21196.75,20316.7793,20375.36914,-5175910584,^HSI
2009-08-14,20758.51953,21088.07031,20417.75977,20893.33008,1137810208,^HSI
2009-08-21,20467.30078,20471.76953,19824.85938,20199.01953,5866208704,^HSI
2009-08-28,20649.96094,20649.96094,20004.69922,20098.61914,8338826100,^HSI
2009-09-04,19827.13086,20413.60938,19425.85938,20318.61914,1437187708,^HSI
2009-09-11,20502.84961,21322.55078,20446.16016,21161.41992,-2280925388,^HSI
2009-09-18,20841.50977,21929.78906,20819.92969,21623.44922,155569308,^HSI
2009-09-25,21574.93945,21742.39063,20766.46094,21024.40039,7163331700,^HSI
2009-10-02,20798.51953,21090.49023,20323.58984,20375.49023,5537770400,^HSI
2009-10-09,20342.58008,21572.69922,20305.06055,21499.43945,7500603600,^HSI
2009-10-16,21623.33008,22250.34961,21262.71094,21929.90039,4847379604,^HSI
2009-10-23,21761.83008,22620.00977,21761.83008,22589.73047,8599700000,^HSI
2009-10-30,22016.78906,22277.06055,21134.33008,21752.86914,-712513192,^HSI
2009-11-06,21194.11914,21931.35938,21130.90039,21829.7207,7370694000,^HSI
2009-11-13,22004.50977,22707.35938,21941.61914,22553.63086,7524375800,^HSI
2009-11-20,22789.99023,23099.57031,22376.35938,22455.83984,7320786200,^HSI
2009-11-27,22541.68945,22813.92969,21002.49023,21134.5,-789054788,^HSI
2009-12-04,21687.68945,22593.7207,21687.68945,22498.15039,7944287400,^HSI
2009-12-11,22387.23047,22476.61914,21565.58008,21902.10938,7160398500,^HSI
2009-12-18,21638.9707,22225.76953,21078.19922,21175.88086,9105465200,^HSI
2009-12-25,21110.24023,21591.99023,20932.76953,21517.0,4156149300,^HSI
2010-01-01,21622.13086,21886.32031,21320.10938,21872.5,3913874800,^HSI
2010-01-08,21860.03906,22548.0293,21689.2207,22296.75,8193406300,^HSI
2010-01-15,22524.17969,22671.91992,21581.07031,21654.16016,-4817754584,^HSI
2010-01-22,21418.33984,21681.68945,20250.35938,20726.17969,-1220539688,^HSI
2010-01-29,20447.78906,20619.69922,19916.33984,20121.99023,5372160704,^HSI
2010-02-05,19987.66992,20780.5,19655.88086,19665.08008,5013959604,^HSI
2010-02-12,19614.84961,20428.32031,19423.05078,20268.68945,7359960900,^HSI
2010-02-19,20657.85938,20684.2207,19874.55078,19894.01953,3161840900,^HSI
2010-02-26,20407.83984,20711.75,20120.09961,20608.69922,7517782000,^HSI
2010-03-05,20853.08008,21056.92969,20575.7793,20787.9707,-1542490788,^HSI
2010-03-12,21099.71094,21333.06055,21059.06055,21209.74023,7298215200,^HSI
2010-03-19,21036.41992,21440.81055,20964.31055,21370.82031,6472605500,^HSI
2010-03-26,21120.42969,21211.08008,20659.2793,21053.10938,7428415200,^HSI
2010-04-02,21148.05078,21547.66016,21125.91016,21537.0,3068086004,^HSI
2010-04-09,21828.34961,22249.23047,21747.57031,22208.5,2415111504,^HSI
2010-04-16,22388.76953,22388.76953,21788.88086,21865.25977,4411847204,^HSI
2010-04-23,21557.7793,21740.64063,21206.74023,21244.49023,3758542204,^HSI
2010-04-30,21501.21094,21617.84961,20763.33984,21108.58984,3965753904,^HSI
2010-05-07,20799.78906,21011.94922,19699.5,19920.28906,-3418164888,^HSI
2010-05-14,20118.94922,20526.58008,19977.09961,20145.42969,7574648400,^HSI
2010-05-21,19832.0293,20013.33008,19276.46094,19545.83008,5957691200,^HSI
2010-05-28,19470.2793,19910.06055,18971.51953,19766.71094,1687605708,^HSI
2010-06-04,19705.5293,19859.80078,19372.13086,19780.07031,5688571700,^HSI
2010-06-11,19211.66992,19995.64063,19211.66992,19872.38086,5860134500,^HSI
2010-06-18,20102.55078,20315.41992,19970.91016,20286.71094,4399107300,^HSI
2010-06-25,20571.40039,20957.08984,20563.92969,20690.78906,4243358804,^HSI
2010-07-02,20718.08008,20862.38086,19803.2207,19905.32031,5915519600,^HSI
2010-07-09,19809.06055,20418.31055,19777.83008,20378.66016,6351172800,^HSI
2010-07-16,20476.01953,20722.2207,20173.49023,20250.16016,7787018100,^HSI
2010-07-23,20007.88086,20847.84961,20007.88086,20815.33008,5917377500,^HSI
2010-07-30,20944.63086,21199.55078,20824.05078,21029.81055,5569620900,^HSI
2010-08-06,21221.42969,21722.38086,21221.42969,21678.80078,6559120100,^HSI
2010-08-13,21640.5293,21805.93945,20926.48047,21071.57031,6659130500,^HSI
2010-08-20,20881.94922,21297.61914,20868.24023,20981.82031,5441538800,^HSI
2010-08-27,20963.25,21035.00977,20512.7793,20597.34961,5565658400,^HSI
2010-09-03,20797.00977,21028.66016,20372.28906,20971.5,6114006200,^HSI
2010-09-10,21155.91016,21435.58008,21066.68945,21257.39063,6931939400,^HSI
2010-09-17,21396.90039,21988.86914,21395.57031,21970.85938,8026568800,^HSI
2010-09-24,21918.44922,22229.17969,21874.41992,22119.42969,5100327300,^HSI
2010-10-01,22351.33008,22439.18945,22091.13086,22358.16992,3037198504,^HSI
2010-10-08,22542.35938,23093.76953,22504.05078,22944.17969,-1471364988,^HSI
2010-10-15,23169.13086,23866.86914,23035.57031,23757.63086,1091636712,^HSI
2010-10-22,23693.11914,23768.08984,23307.49023,23517.53906,902349108,^HSI
2010-10-29,23551.14063,23781.88086,22880.67969,23096.32031,7964469300,^HSI
2010-11-05,23366.82031,24931.84961,23366.82031,24876.82031,-1722631088,^HSI
2010-11-12,24838.2207,24988.57031,24187.26953,24222.58008,5609103304,^HSI
2010-11-19,24371.76953,24382.14063,23192.49023,23605.71094,5090834004,^HSI
2010-11-26,23499.63086,23592.76953,22782.98047,22877.25,3406337704,^HSI
2010-12-03,22832.05078,23611.03906,22785.2793,23320.51953,7910485800,^HSI
2010-12-10,23507.19922,23612.25,22965.90039,23162.91016,7023455500,^HSI
2010-12-17,23362.32031,23490.17969,22519.60938,22714.84961,6762516100,^HSI
2010-12-24,22708.42969,23160.43945,22392.66992,22833.80078,4900667600,^HSI
2010-12-31,22553.15039,23111.26953,22529.25977,23035.44922,3450588600,^HSI
2011-01-07,23135.64063,23880.76953,23057.51953,23686.63086,6110426300,^HSI
2011-01-14,23715.4707,24378.81055,23481.80078,24283.23047,3411677604,^HSI
2011-01-21,24364.07031,24434.40039,23840.28906,23876.85938,6718758300,^HSI
2011-01-28,23970.30078,24023.67969,23580.41992,23617.01953,6646064700,^HSI
2011-02-04,23314.68945,23922.74023,23285.59961,23908.96094,4412903600,^HSI
2011-02-11,23981.74023,23981.74023,22446.66992,22828.91992,1314850808,^HSI
2011-02-18,22920.28906,23614.60938,22809.00977,23595.24023,7816989600,^HSI
2011-02-25,23500.10938,23585.63086,22575.99023,23012.36914,7159151300,^HSI
2011-03-04,22900.15039,23506.66992,22886.36914,23408.85938,8575658800,^HSI
2011-03-11,23257.14063,23934.07031,23105.99023,23249.7793,8209418700,^HSI
2011-03-18,23207.15039,23345.88086,22123.25977,22300.23047,5375734904,^HSI
2011-03-25,22401.06055,23179.25977,22395.30078,23158.66992,4828484304,^HSI
2011-04-01,23114.07031,23827.21094,22952.42969,23801.90039,1325571608,^HSI
2011-04-08,23917.00977,24468.64063,23917.00977,24396.07031,7367752600,^HSI
2011-04-15,24394.99023,24466.4707,23842.28906,24008.07031,7214143700,^HSI
2011-04-22,23977.86914,24185.49023,23468.19922,24138.31055,5494141100,^HSI
2011-04-29,23964.61914,24260.76953,23633.74023,23720.81055,5420435400,^HSI
2011-05-06,23794.85938,23924.48047,22985.66016,23159.14063,6033641500,^HSI
2011-05-13,23249.98047,23509.00977,22888.08008,23276.26953,4762485100,^HSI
2011-05-20,23054.06055,23248.13086,22768.0293,23199.39063,5014338300,^HSI
2011-05-27,22942.96094,23150.59961,22519.66016,23118.07031,6191423200,^HSI
2011-06-03,23117.80078,23707.94922,22932.48047,22949.56055,7788679000,^HSI
2011-06-10,22762.21094,22928.96094,22297.93945,22420.36914,3362523504,^HSI
2011-06-17,22172.60938,22642.46094,21628.33008,21695.25977,7898875300,^HSI
2011-06-24,21770.78906,22182.75,21508.76953,22171.94922,8707989800,^HSI
2011-07-01,21888.03906,22464.05078,21888.03906,22398.09961,5855019500,^HSI
2011-07-08,22813.25,22835.0293,22509.17969,22726.42969,6472277708,^HSI
2011-07-15,22598.61914,22598.61914,21648.39063,21875.38086,4214318504,^HSI
2011-07-22,21727.92969,22449.10938,21611.16016,22444.80078,7777204500,^HSI
2011-07-29,22287.36914,22635.38086,22217.40039,22440.25,7346290700,^HSI
2011-08-05,22739.55078,22808.33008,20643.25977,20946.14063,1785632108,^HSI
2011-08-12,20409.00977,20572.50977,18868.10938,19620.00977,-6316410280,^HSI
2011-08-19,20056.7793,20504.38086,19314.41992,19399.91992,8845760900,^HSI
2011-08-26,19465.30078,19919.91992,19047.64063,19582.88086,5786254504,^HSI
2011-09-02,19883.06055,20975.30078,19749.40039,20212.91016,-494207584,^HSI
2011-09-09,19830.5,20159.28906,19290.40039,19866.63086,8601847500,^HSI
2011-09-16,19264.67969,19652.5293,18627.65039,19455.31055,169531208,^HSI
2011-09-23,19247.58984,19247.58984,17373.41016,17668.83008,3307016208,^HSI
2011-09-30,17634.41992,18136.01953,16999.53906,17592.41016,-5421025984,^HSI
2011-10-07,17179.19922,17800.7207,16170.34961,17707.00977,-5559887184,^HSI
2011-10-14,17853.25977,18758.74023,17437.83984,18501.78906,-1982431888,^HSI
2011-10-21,18808.66016,18908.16992,17782.0,18025.7207,3238106904,^HSI
2011-10-28,18444.16016,20272.38086,18435.41016,20019.24023,3837183408,^HSI
2011-11-04,20027.7207,20155.61914,19024.07031,19842.78906,5578901704,^HSI
2011-11-11,19894.2207,20173.14063,18945.58008,19137.16992,4498896004,^HSI
2011-11-18,19600.36914,19640.67969,18398.96094,18491.23047,4105710708,^HSI
2011-11-25,18213.7207,18355.11914,17613.19922,17689.48047,7257587200,^HSI
2011-12-02,18019.21094,19151.65039,17860.80078,19040.39063,-727010488,^HSI
2011-12-09,19117.89063,19242.80078,18511.41992,18586.23047,7663397600,^HSI
2011-12-16,18853.32031,18919.41992,17895.15039,18285.39063,3047284504,^HSI
2011-12-23,18053.64063,18636.75,17821.51953,18629.16992,5883208400,^HSI
2011-12-30,18621.5,18621.5,18293.81055,18434.39063,2905052300,^HSI
2012-01-06,18770.64063,18970.59961,18506.58008,18593.06055,4886317300,^HSI
2012-01-13,18588.35938,19261.28906,18302.83984,19204.41992,9223140700,^HSI
2012-01-20,19070.74023,20161.7207,18985.75,20110.36914,1766181308,^HSI
2012-01-27,20453.4707,20590.80078,20301.58984,20501.66992,3851336000,^HSI
2012-02-03,20518.0,20796.74023,20144.94922,20756.98047,5491313404,^HSI
2012-02-10,21015.55078,21053.06055,20633.13086,20783.85938,5070270804,^HSI
2012-02-17,20718.80078,21546.73047,20673.96094,21491.61914,7867098000,^HSI
2012-02-24,21760.33984,21760.33984,21221.39063,21406.85938,7291593700,^HSI
2012-03-02,21381.66016,21716.75977,21076.51953,21562.25977,7752947200,^HSI
2012-03-09,21518.0293,21578.75977,20521.96094,21086.0,1810051508,^HSI
2012-03-16,21073.58984,21638.32031,20924.35938,21317.84961,7273325900,^HSI
2012-03-23,21183.03906,21183.03906,20596.89063,20668.80078,5964942200,^HSI
2012-03-30,20672.36914,21063.38086,20374.0293,20555.58008,8043709600,^HSI
2012-04-06,20662.9707,20816.08984,20404.15039,20593.0,3852052400,^HSI
2012-04-13,20387.42969,20719.03906,20035.67969,20701.03906,6142131400,^HSI
2012-04-20,20516.08984,21076.42969,20392.57031,21010.64063,5914374404,^HSI
2012-04-27,20970.96094,20970.96094,20534.13086,20741.44922,6196119900,^HSI
2012-05-04,20889.76953,21385.30078,20889.76953,21086.0,2793109008,^HSI
2012-05-11,20658.41016,20674.44922,19901.41016,19964.63086,4530054104,^HSI
2012-05-18,20037.51953,20044.68945,18622.31055,18951.84961,5532034704,^HSI
2012-05-25,18902.0,19182.66016,18577.08984,18713.41016,7161766700,^HSI
2012-06-01,18672.32031,19058.4707,18378.14063,18558.33984,6477823004,^HSI
2012-06-08,18249.60938,18845.57031,18056.40039,18502.33984,4419825304,^HSI
2012-06-15,18978.88086,19254.56055,18708.25977,19233.93945,4017892604,^HSI
2012-06-22,19578.13086,19578.82031,18976.05078,18995.13086,6341372400,^HSI
2012-06-29,19019.0293,19510.76953,18850.4707,19441.46094,7389099100,^HSI
2012-07-06,19765.41016,19869.10938,19588.63086,19800.64063,5966775400,^HSI
2012-07-13,19634.83984,19737.91992,18998.30078,19092.63086,7547304900,^HSI
2012-07-20,19265.33984,19656.10938,19061.66992,19640.80078,6653527800,^HSI
2012-07-27,19259.35938,19330.68945,18710.58984,19274.96094,6201799500,^HSI
2012-08-03,19505.0293,19898.91992,19454.33008,19666.17969,7490008500,^HSI
2012-08-10,20052.5,20300.0293,19966.11914,20136.11914,6828944300,^HSI
2012-08-17,20188.48047,20299.7207,19919.56055,20116.07031,6055873300,^HSI
2012-08-24,20080.32031,20141.16016,19840.18945,19880.0293,5458242900,^HSI
2012-08-31,19939.53906,19939.53906,19450.76953,19482.57031,6164161800,^HSI
2012-09-07,19414.61914,19829.01953,19076.78906,19802.16016,4455294504,^HSI
2012-09-14,19876.41016,20648.09961,19658.71094,20629.7793,1388539608,^HSI
2012-09-21,20758.49023,20895.60938,20568.11914,20734.93945,8278101800,^HSI
2012-09-28,20611.09961,20889.90039,20485.08008,20840.38086,6301666700,^HSI
2012-10-05,20951.38086,21021.24023,20799.82031,21012.38086,3694963900,^HSI
2012-10-12,20979.5293,21236.57031,20767.35938,21136.42969,409152808,^HSI
2012-10-19,21137.60938,21606.32031,21076.94922,21551.75977,4065399904,^HSI
2012-10-26,21440.00977,21847.69922,21431.24023,21545.57031,6467271700,^HSI
2012-11-02,21478.11914,22149.69922,21338.65039,22111.33008,7927744100,^HSI
2012-11-09,22044.21094,22141.13086,21330.33984,21384.38086,7162674400,^HSI
2012-11-16,21367.57031,21462.44922,21098.41016,21159.00977,6128684800,^HSI
2012-11-23,21209.94922,21924.06055,21136.32031,21913.98047,6415907100,^HSI
2012-11-30,21986.35938,22091.60938,21629.58008,22030.39063,6653427500,^HSI
2012-12-07,22070.43945,22371.40039,21687.88086,22191.16992,3936099304,^HSI
2012-12-14,22377.56055,22636.42969,22235.75977,22605.98047,8077730100,^HSI
2012-12-21,22590.75977,22683.7207,22423.16016,22506.28906,5377468104,^HSI
2012-12-28,22494.71094,22718.83008,22494.71094,22666.58984,2657453600,^HSI
2013-01-04,22584.43945,23400.74023,22566.89063,23331.08984,2236658304,^HSI
2013-01-11,23345.19922,23486.59961,23088.40039,23264.07031,7820424700,^HSI
2013-01-18,23326.82031,23606.5,23203.24023,23601.7793,7630485800,^HSI
2013-01-25,23565.96094,23710.86914,23481.36914,23580.42969,7051788000,^HSI
2013-02-01,23621.94922,23916.16016,23571.30078,23721.83984,5722815504,^HSI
2013-02-08,23866.80078,23944.74023,23101.08984,23215.16016,2137882208,^HSI
2013-02-15,23460.31055,23469.25977,23284.05078,23444.56055,2584464500,^HSI
2013-02-22,23477.49023,23477.49023,22674.58984,22782.43945,7715917900,^HSI
2013-03-01,22852.89063,23031.68945,22445.33984,22880.2207,8452955500,^HSI
2013-03-08,22866.50977,23220.51953,22466.08008,23091.94922,4610589404,^HSI
2013-03-15,23131.43945,23262.01953,22305.53906,22533.10938,5217867504,^HSI
2013-03-22,22185.32031,22403.78906,21975.90039,22115.30078,4514997704,^HSI
2013-03-29,22327.5293,22529.36914,22088.56055,22299.63086,2856199504,^HSI
2013-04-05,22203.92969,22527.11914,21703.2793,21726.90039,792527304,^HSI
2013-04-12,21733.7793,22251.61914,21612.05078,22089.05078,6926280600,^HSI
2013-04-19,21998.74023,22016.9707,21423.25,22013.57031,8481261000,^HSI
2013-04-26,22038.13086,22690.33008,21747.4707,22547.71094,8509072900,^HSI
2013-05-03,22567.63086,22886.16992,22488.65039,22689.96094,5665820500,^HSI
2013-05-10,22967.7793,23353.67969,22855.58008,23321.2207,7337594700,^HSI
2013-05-17,23245.58008,23245.58008,22878.64063,23082.67969,5698101900,^HSI
2013-05-24,23348.74023,23512.41992,22470.5293,22618.66992,1867876508,^HSI
2013-05-31,22571.63086,22942.15039,22290.7207,22392.16016,3627972604,^HSI
2013-06-07,22301.67969,22564.17969,21506.33008,21575.25977,8036086600,^HSI
2013-06-14,21592.90039,21723.85938,20652.75,20969.14063,690792808,^HSI
2013-06-21,21007.2793,21272.75,19969.98047,20263.31055,3509979208,^HSI
2013-06-28,20023.43945,20818.34961,19426.35938,20803.28906,-7742838080,^HSI
2013-07-05,21004.56055,21004.56055,20119.56055,20854.66992,-891458092,^HSI
