Date,Close,High,Low,Open,Volume
03-01-2007,2423.159912,2454.620117,2394.659912,2429.719971,2435280000
04-01-2007,2453.429932,2460.51001,2413.75,2423.820068,2104210000
05-01-2007,2434.25,2445.070068,2420.590088,2445.070068,2060360000
08-01-2007,2438.199951,2445.629883,2421.129883,2435.25,1905620000
09-01-2007,2443.830078,2449.870117,2423.560059,2443.26001,2144160000
10-01-2007,2459.330078,2461.340088,2427.899902,2434.040039,2274210000
11-01-2007,2484.850098,2489.459961,2463.389893,2464.889893,2436270000
12-01-2007,2502.820068,2502.820068,2481.540039,2481.719971,2175810000
16-01-2007,2497.780029,2508.929932,2493.919922,2504.560059,2139550000
17-01-2007,2479.419922,2496.929932,2475.830078,2487.889893,2273880000
18-01-2007,2443.209961,2475.800049,2438.110107,2475.330078,2456180000
19-01-2007,2451.310059,2453.790039,2435.679932,2437.629883,2037890000
22-01-2007,2431.070068,2454.659912,2422.919922,2454.5,1900860000
23-01-2007,2431.409912,2447.030029,2425.97998,2428.26001,2001100000
24-01-2007,2466.280029,2466.280029,2440.820068,2443.01001,2202040000
25-01-2007,2434.23999,2470.51001,2430.560059,2469.27002,2202280000
26-01-2007,2435.48999,2443.439941,2418.610107,2441.100098,2067080000
29-01-2007,2441.090088,2451.830078,2431.310059,2434.639893,1915400000
30-01-2007,2448.639893,2451,2437.419922,2446.659912,1769600000
31-01-2007,2463.929932,2471.199951,2433.76001,2443.330078,2186710000
01-02-2007,2468.379883,2481.379883,2458.709961,2474.080078,2170040000
02-02-2007,2475.879883,2478.409912,2466.560059,2474.189941,1876770000
05-02-2007,2470.600098,2481.570068,2466.179932,2475.030029,1875310000
06-02-2007,2471.48999,2478.23999,2454.600098,2475.780029,2113710000
07-02-2007,2490.5,2495.27002,2475.570068,2483.72998,2198410000
08-02-2007,2488.669922,2492.409912,2477.709961,2484.5,1995880000
09-02-2007,2459.820068,2496.52002,2453.439941,2491.649902,2186590000
12-02-2007,2450.379883,2460.629883,2444.679932,2460.629883,1840250000
13-02-2007,2459.879883,2464.560059,2452.169922,2455.25,1821390000
14-02-2007,2488.379883,2494.51001,2468.040039,2468.040039,2173580000
15-02-2007,2497.100098,2498.370117,2485.51001,2489.840088,1949670000
16-02-2007,2496.310059,2497.919922,2482.659912,2491.47998,1887430000
20-02-2007,2513.040039,2514.219971,2479.919922,2491.75,2165590000
21-02-2007,2518.419922,2518.419922,2500.959961,2503.540039,2012450000
22-02-2007,2524.939941,2531.419922,2509.060059,2523.360107,1850960000
23-02-2007,2515.100098,2522.840088,2506.949951,2522.530029,2012220000
26-02-2007,2504.52002,2525.97998,2492.540039,2525.040039,1912480000
27-02-2007,2407.860107,2470.919922,2402.360107,2468.73999,3037380000
28-02-2007,2416.149902,2431.860107,2395.350098,2411.889893,2620450000
01-03-2007,2404.209961,2419.149902,2359.439941,2377.179932,2710750000
02-03-2007,2368,2401.26001,2368,2389.860107,2352790000
05-03-2007,2340.679932,2377.840088,2340.399902,2368,2291680000
06-03-2007,2385.139893,2390.139893,2361.27002,2363.149902,2121430000
07-03-2007,2374.639893,2388.780029,2371.919922,2382.649902,1959330000
08-03-2007,2387.72998,2402.199951,2382,2396.550049,1989910000
09-03-2007,2387.550049,2404.800049,2375.570068,2403.129883,1875050000
12-03-2007,2402.290039,2404.02002,2384.389893,2385.139893,1637980000
13-03-2007,2350.570068,2395.97998,2350.570068,2388.860107,2235000000
14-03-2007,2371.73999,2371.73999,2331.570068,2350.939941,2255630000
15-03-2007,2378.699951,2382.620117,2367.73999,2371.02002,1690430000
16-03-2007,2372.659912,2385.320068,2364.360107,2376.820068,2031650000
19-03-2007,2394.409912,2399.800049,2381.550049,2384.659912,1650970000
20-03-2007,2408.209961,2412.639893,2393.189941,2394.820068,1761940000
21-03-2007,2455.919922,2455.919922,2405.389893,2415.540039,2158740000
22-03-2007,2451.73999,2457.370117,2442.51001,2457.060059,1887290000
23-03-2007,2448.929932,2459.959961,2447.810059,2451.830078,1634470000
26-03-2007,2455.629883,2455.629883,2428,2451.600098,1817870000
27-03-2007,2437.429932,2450.030029,2435.189941,2448.919922,1708060000
28-03-2007,2417.100098,2434.320068,2413.090088,2427.189941,1868310000
29-03-2007,2417.879883,2433.040039,2396.830078,2432.5,1926070000
30-03-2007,2421.639893,2432.199951,2403.01001,2419.909912,1998550000
02-04-2007,2422.26001,2427.939941,2409.040039,2425.360107,1784170000
03-04-2007,2450.330078,2456.169922,2432.300049,2432.300049,1932030000
04-04-2007,2458.689941,2461.48999,2448.689941,2451.939941,1933300000
