Date,Close,High,Low,Open,Volume
03-01-2007,1416.599976,1429.420044,1407.859985,1418.030029,3429160000
04-01-2007,1418.339966,1421.839966,1408.430054,1416.599976,3004460000
05-01-2007,1409.709961,1418.339966,1405.75,1418.339966,2919400000
08-01-2007,1412.839966,1414.97998,1403.969971,1409.26001,2763340000
09-01-2007,1412.109985,1415.609985,1405.420044,1412.839966,3038380000
10-01-2007,1414.849976,1415.98999,1405.319946,1408.699951,2764660000
11-01-2007,1423.819946,1427.119995,1414.839966,1414.839966,2857870000
12-01-2007,1430.72998,1431.22998,1422.579956,1423.819946,2686480000
16-01-2007,1431.900024,1433.930054,1428.619995,1430.72998,2599530000
17-01-2007,1430.619995,1435.27002,1428.569946,1431.77002,2690270000
18-01-2007,1426.369995,1432.959961,1424.209961,1430.589966,2822430000
19-01-2007,1430.5,1431.569946,1425.189941,1426.349976,2777480000
22-01-2007,1422.949951,1431.390015,1420.400024,1430.469971,2540120000
23-01-2007,1427.98999,1431.329956,1421.660034,1422.949951,2975070000
24-01-2007,1440.130005,1440.140015,1427.959961,1427.959961,2783180000
25-01-2007,1423.900024,1440.689941,1422.339966,1440.119995,2994330000
26-01-2007,1422.180054,1427.27002,1416.959961,1423.900024,2626620000
29-01-2007,1420.619995,1426.939941,1418.459961,1422.030029,2730480000
30-01-2007,1428.819946,1428.819946,1420.609985,1420.609985,2706250000
31-01-2007,1438.23999,1441.609985,1424.780029,1428.650024,2976690000
01-02-2007,1445.939941,1446.640015,1437.900024,1437.900024,2914890000
02-02-2007,1448.390015,1449.329956,1444.48999,1445.939941,2569450000
05-02-2007,1446.98999,1449.380005,1443.849976,1448.329956,2439430000
06-02-2007,1448,1450.189941,1443.400024,1446.97998,2608710000
07-02-2007,1450.02002,1452.98999,1446.439941,1447.410034,2618820000
08-02-2007,1448.310059,1450.449951,1442.810059,1449.98999,2816180000
09-02-2007,1438.060059,1452.449951,1433.439941,1448.25,2951810000
12-02-2007,1433.369995,1439.109985,1431.439941,1438,2395680000
13-02-2007,1444.26001,1444.410034,1433.219971,1433.219971,2652150000
14-02-2007,1455.300049,1457.650024,1443.910034,1443.910034,2699290000
15-02-2007,1456.810059,1457.969971,1453.189941,1455.150024,2490920000
16-02-2007,1455.540039,1456.77002,1451.569946,1456.77002,2399450000
20-02-2007,1459.680054,1460.530029,1449.199951,1455.530029,2337860000
21-02-2007,1457.630005,1459.599976,1452.02002,1459.599976,2606980000
22-02-2007,1456.380005,1461.569946,1450.51001,1457.290039,1950770000
23-02-2007,1451.189941,1456.219971,1448.359985,1456.219971,2579950000
26-02-2007,1449.369995,1456.949951,1445.47998,1451.040039,2822170000
27-02-2007,1399.040039,1449.25,1389.420044,1449.25,4065230000
28-02-2007,1406.819946,1415.890015,1396.650024,1398.640015,3925250000
01-03-2007,1403.170044,1409.459961,1380.869995,1406.800049,3874910000
02-03-2007,1387.170044,1403.400024,1386.869995,1403.160034,3312260000
05-03-2007,1374.119995,1391.859985,1373.969971,1387.109985,3480520000
06-03-2007,1395.410034,1397.900024,1374.060059,1374.060059,3358160000
07-03-2007,1391.969971,1401.160034,1390.640015,1395.02002,3141350000
08-03-2007,1401.890015,1407.930054,1391.880005,1391.880005,3014850000
09-03-2007,1402.839966,1410.150024,1397.300049,1401.890015,2623050000
12-03-2007,1406.599976,1409.339966,1398.400024,1402.800049,2664000000
13-03-2007,1377.949951,1406.22998,1377.709961,1406.22998,3485570000
14-03-2007,1387.170044,1388.089966,1363.97998,1377.859985,3758350000
15-03-2007,1392.280029,1395.72998,1385.160034,1387.109985,2821900000
16-03-2007,1386.949951,1397.51001,1383.630005,1392.280029,3393640000
