Date,Close,High,Low,Open,Volume
02-01-2007,1435.26001,1439.709961,1430.060059,1438.890015,147700
03-01-2007,1409.349976,1437.790039,1409.310059,1436.420044,203200
04-01-2007,1397.290039,1411.119995,1388.5,1410.550049,241200
05-01-2007,1385.76001,1400.589966,1372.359985,1398.599976,277300
08-01-2007,1370.810059,1384.650024,1366.47998,1376.76001,177600
09-01-2007,1374.339966,1381.98999,1367.73999,1376.709961,216800
10-01-2007,1355.790039,1372.52002,1345.079956,1372.52002,225500
11-01-2007,1365.310059,1375.310059,1355.630005,1357.569946,211800
12-01-2007,1388.369995,1389,1372.869995,1379,213800
15-01-2007,1390.959961,1397.640015,1385.810059,1396.869995,163900
16-01-2007,1389.709961,1393.420044,1385.199951,1392,171300
17-01-2007,1379.47998,1391.75,1369.079956,1391.75,205400
18-01-2007,1383.209961,1385.219971,1372.930054,1378.369995,181200
19-01-2007,1360.560059,1372.630005,1356.219971,1369.089966,222700
22-01-2007,1363.410034,1364.670044,1348.459961,1363.839966,191000
23-01-2007,1363.089966,1367.030029,1352.5,1353.060059,184000
24-01-2007,1383.060059,1383.75,1369.02002,1369.959961,197900
25-01-2007,1382.359985,1392.550049,1379.660034,1392.550049,157000
26-01-2007,1371.329956,1378.47998,1366.099976,1372.359985,160900
29-01-2007,1363.099976,1378.280029,1361.22998,1376.47998,136300
30-01-2007,1370.719971,1371.589966,1360.420044,1365,161300
31-01-2007,1360.22998,1374.76001,1357.869995,1374.76001,192300
01-02-2007,1382.900024,1382.900024,1362.040039,1367.069946,168200
02-02-2007,1413.140015,1413.339966,1386.060059,1386.780029,219200
05-02-2007,1417.949951,1420.420044,1409.709961,1413.77002,181600
06-02-2007,1428.579956,1428.910034,1414.579956,1416.650024,188900
07-02-2007,1426.290039,1431.25,1419.47998,1430.849976,193200
08-02-2007,1423.579956,1431.01001,1416.050049,1424.98999,189000
09-02-2007,1427.680054,1432.290039,1422.969971,1424.48999,227600
12-02-2007,1414.290039,1416.839966,1403.75,1416.839966,209300
13-02-2007,1418.439941,1424.660034,1410.810059,1412.719971,219300
14-02-2007,1436.099976,1440.51001,1430.01001,1430.02002,214700
15-02-2007,1443.630005,1450.839966,1441.790039,1450.550049,216100
16-02-2007,1448.810059,1448.959961,1439.030029,1444.459961,207200
20-02-2007,1452.959961,1453.25,1443.969971,1450.959961,220500
21-02-2007,1451.380005,1457.369995,1444.839966,1455.180054,258200
22-02-2007,1465.410034,1471.040039,1452.619995,1452.709961,310300
23-02-2007,1469.880005,1471.040039,1459.810059,1470.439941,310600
26-02-2007,1470.030029,1470.949951,1462.189941,1466.920044,261800
27-02-2007,1454.599976,1468.280029,1453.849976,1468.280029,261600
28-02-2007,1417.339966,1417.339966,1393.959961,1396.439941,324100
05-03-2007,1376.150024,1404.22998,1375.839966,1400.800049,232600
06-03-2007,1402.930054,1403.75,1382.699951,1382.699951,239200
