Date,Open,High,Low,Close,Volume,Open_weekly,High_weekly,Low_weekly,Close_weekly,Volume_weekly,Daily_Return,Sharpe_Reward,Return_Reward,MinMax_Reward
2007-01-03,5621.0,5623.669922,5596.819824,5610.919922,118580700,,,,,,-0.12086845079468667,-0.09981641593393191,-0.12086845079468667,1.9602069480383344
2007-01-04,5573.72998,5585.540039,5547.169922,5574.560059,130465700,,,,,,-0.6480196385878823,-0.0387770768834033,-0.6480196385878823,1.9602069480383344
2007-01-05,5552.640137,5566.240234,5517.350098,5517.350098,126420500,,,,,,-1.0262686273804889,0.2192656722713542,-1.0262686273804889,1.9602069480383344
2007-01-08,5532.569824,5555.669922,5509.060059,5518.589844,115053800,5575.759766,5623.669922,5517.350098,5517.350098,461376900.0,0.022469953473680526,0.13356971304365037,0.022469953473680526,1.9602069480383344
2007-01-09,5549.009766,5563.47998,5532.620117,5533.029785,151688200,5575.759766,5623.669922,5517.350098,5517.350098,461376900.0,0.2616599785124407,0.0928272951072768,0.2616599785124407,1.9602069480383344
2007-01-10,5505.359863,5524.109863,5473.470215,5501.950195,134474700,5575.759766,5623.669922,5517.350098,5517.350098,461376900.0,-0.5617101517193301,0.28300809430737717,-0.5617101517193301,1.9602069480383344
2007-01-11,5523.720215,5609.799805,5515.600098,5609.799805,157830500,5575.759766,5623.669922,5517.350098,5517.350098,461376900.0,1.9602069480383344,0.0013615599782570856,1.9602069480383344,1.1302146159452242
2007-01-12,5597.02002,5619.930176,5589.029785,5617.620117,129982000,5575.759766,5623.669922,5517.350098,5517.350098,461376900.0,0.13940447559341873,-0.0900597024939958,0.13940447559341873,1.1302146159452242
2007-01-15,5641.370117,5649.759766,5623.350098,5631.080078,96391200,5532.569824,5619.930176,5473.470215,5617.620117,689029200.0,0.2396025491162579,-0.02524536944088182,0.2396025491162579,1.1302146159452242
2007-01-16,5637.27002,5645.200195,5588.77002,5591.540039,119572400,5532.569824,5619.930176,5473.470215,5617.620117,689029200.0,-0.7021750437270158,0.144291595690264,-0.7021750437270158,1.1302146159452242
2007-01-17,5592.310059,5602.680176,5538.47998,5561.779785,117555700,5532.569824,5619.930176,5473.470215,5617.620117,689029200.0,-0.5322371617198174,0.12292805952443829,-0.5322371617198174,1.1302146159452242
2007-01-18,5584.75,5609.339844,5539.819824,5555.040039,153034400,5532.569824,5619.930176,5473.470215,5617.620117,689029200.0,-0.12117966299521887,0.2609813535270287,-0.12117966299521887,1.1302146159452242
2007-01-19,5554.5,5623.399902,5529.439941,5614.700195,161119200,5532.569824,5619.930176,5473.470215,5617.620117,689029200.0,1.0739824660334962,0.1668300224266771,1.0739824660334962,1.1302146159452242
2007-01-22,5630.410156,5639.700195,5576.560059,5579.779785,127162700,5641.370117,5649.759766,5529.439941,5614.700195,647672900.0,-0.6219461197785381,0.2899042576241648,-0.6219461197785381,1.1302146159452242
2007-01-23,5582.990234,5592.819824,5539.759766,5575.069824,240186200,5641.370117,5649.759766,5529.439941,5614.700195,647672900.0,-0.08441123451971011,0.29138688596491724,-0.08441123451971011,1.1302146159452242
2007-01-24,5595.959961,5646.140137,5593.359863,5638.080078,149718200,5641.370117,5649.759766,5529.439941,5614.700195,647672900.0,1.1302146159452242,0.21258771575751248,1.1302146159452242,0.961786000284337
2007-01-25,5649.009766,5658.080078,5590.649902,5609.200195,131019000,5641.370117,5649.759766,5529.439941,5614.700195,647672900.0,-0.512229031877176,0.17772643528902038,-0.512229031877176,0.961786000284337
2007-01-26,5577.310059,5611.839844,5547.680176,5582.299805,136073800,5641.370117,5649.759766,5529.439941,5614.700195,647672900.0,-0.4795762152326022,0.3660720627257545,-0.4795762152326022,0.961786000284337
2007-01-29,5592.72998,5630.330078,5582.430176,5619.700195,105438200,5630.410156,5658.080078,5539.759766,5582.299805,784159900.0,0.6699817513653006,0.07439353441600376,0.6699817513653006,0.961786000284337
2007-01-30,5610.890137,5653.879883,5603.22998,5645.589844,104085700,5630.410156,5658.080078,5539.759766,5582.299805,784159900.0,0.46069448727950046,0.10814079186094636,0.46069448727950046,0.961786000284337
2007-01-31,5637.77002,5653.759766,5601.169922,5608.310059,116580400,5630.410156,5658.080078,5539.759766,5582.299805,784159900.0,-0.6603346334062787,0.34925907577646526,-0.6603346334062787,0.961786000284337
2007-02-01,5664.089844,5689.439941,5657.22998,5662.25,132583400,5630.410156,5658.080078,5539.759766,5582.299805,784159900.0,0.961786000284337,0.19269566143320652,0.961786000284337,0.8075067952932447
2007-02-02,5680.129883,5693.470215,5666.77002,5677.299805,119787900,5630.410156,5658.080078,5539.759766,5582.299805,784159900.0,0.2657919554947208,0.1198316058399253,0.2657919554947208,0.8075067952932447
2007-02-05,5671.22998,5691.830078,5659.359863,5681.109863,103841700,5592.72998,5693.470215,5582.430176,5677.299805,578475600.0,0.06711038928479685,0.1873694241037739,0.06711038928479685,0.8075067952932447
2007-02-06,5680.120117,5699.27002,5670.47998,5676.779785,100431900,5592.72998,5693.470215,5582.430176,5677.299805,578475600.0,-0.07621887455830922,0.11297680773467267,-0.07621887455830922,0.9674987897954512
2007-02-07,5687.27002,5710.569824,5681.890137,5703.0,122518400,5592.72998,5693.470215,5582.430176,5677.299805,578475600.0,0.46188536446811757,-0.023032847960095856,0.46188536446811757,0.9674987897954512
2007-02-08,5705.160156,5711.040039,5652.47998,5665.100098,119012600,5592.72998,5693.470215,5582.430176,5677.299805,578475600.0,-0.6645607925653163,0.14344147777801258,-0.6645607925653163,1.268360336940022
2007-02-09,5699.180176,5710.310059,5688.939941,5692.450195,123393300,5592.72998,5693.470215,5582.430176,5677.299805,578475600.0,0.48278223732809433,0.08375302944701511,0.48278223732809433,1.268360336940022
2007-02-12,5670.72998,5670.72998,5625.169922,5643.950195,102407200,5671.22998,5711.040039,5652.47998,5692.450195,569197900.0,-0.8520056976976331,0.455484912955368,-0.8520056976976331,1.268360336940022
2007-02-13,5656.47998,5682.689941,5651.27002,5682.689941,115131700,5671.22998,5711.040039,5652.47998,5692.450195,569197900.0,0.6863941860138834,-0.14810320823591924,0.6863941860138834,1.268360336940022
2007-02-14,5700.399902,5725.839844,5693.359863,5725.839844,125880400,5671.22998,5711.040039,5652.47998,5692.450195,569197900.0,0.7593217903492988,-0.3356560334137362,0.7593217903492988,1.268360336940022
2007-02-15,5724.540039,5729.160156,5703.669922,5720.879883,140234300,5671.22998,5711.040039,5652.47998,5692.450195,569197900.0,-0.08662416580159649,-0.4181310334798232,-0.08662416580159649,1.7678623470908539
2007-02-16,5716.430176,5728.359863,5703.640137,5713.589844,109439300,5671.22998,5711.040039,5652.47998,5692.450195,569197900.0,-0.12742863246723024,-0.46476210193857426,-0.12742863246723024,1.7678623470908539
2007-02-19,5723.049805,5758.330078,5717.370117,5739.899902,84568200,5670.72998,5729.160156,5625.169922,5713.589844,593092900.0,0.4604820912657681,-0.6023345651424101,0.4604820912657681,1.7678623470908539
2007-02-20,5739.27002,5744.779785,5678.379883,5713.450195,101759500,5670.72998,5729.160156,5625.169922,5713.589844,593092900.0,-0.4608043250159066,-0.41934172550990695,-0.4608043250159066,1.7678623470908539
2007-02-21,5732.799805,5736.240234,5677.589844,5694.560059,110464500,5670.72998,5729.160156,5625.169922,5713.589844,593092900.0,-0.33062572272934965,-0.35400248961089376,-0.33062572272934965,1.7678623470908539
2007-02-22,5723.149902,5737.359863,5700.779785,5707.859863,113583300,5670.72998,5729.160156,5625.169922,5713.589844,593092900.0,0.23355279182593058,-0.24589277602008092,0.23355279182593058,1.7678623470908539
2007-02-23,5723.790039,5727.600098,5688.830078,5716.379883,134365000,5670.72998,5729.160156,5625.169922,5713.589844,593092900.0,0.14926820567597865,-0.23767000757029677,0.14926820567597865,1.7678623470908539
2007-02-26,5732.279785,5771.689941,5728.069824,5762.540039,104397000,5723.049805,5758.330078,5677.589844,5716.379883,544740500.0,0.8075067952932447,-0.3739734471988443,0.8075067952932447,1.7678623470908539
2007-02-27,5719.040039,5719.450195,5581.060059,5588.390137,208229600,5723.049805,5758.330078,5677.589844,5716.379883,544740500.0,-3.0221031146227206,-0.3042558314484125,-3.0221031146227206,1.7678623470908539
2007-02-28,5475.890137,5556.850098,5458.649902,5516.319824,248669100,5723.049805,5758.330078,5677.589844,5716.379883,544740500.0,-1.2896435508829684,-0.3567881175273481,-1.2896435508829684,1.7678623470908539
2007-03-01,5502.089844,5555.370117,5355.75,5458.399902,285963100,5723.049805,5758.330078,5677.589844,5716.379883,544740500.0,-1.049973965396389,-0.09257730754942319,-1.049973965396389,1.7678623470908539
2007-03-02,5480.27002,5499.220215,5391.100098,5424.700195,182954000,5723.049805,5758.330078,5677.589844,5716.379883,544740500.0,-0.6173916826367365,-0.05611610041944985,-0.6173916826367365,1.7678623470908539
2007-03-05,5325.140137,5404.140137,5303.290039,5385.029785,188472900,5732.279785,5771.689941,5355.75,5424.700195,1030212800.0,-0.7312922110712217,0.10862654675113081,-0.7312922110712217,1.7678623470908539
2007-03-06,5431.149902,5443.950195,5399.120117,5437.129883,165844200,5732.279785,5771.689941,5355.75,5424.700195,1030212800.0,0.9674987897954512,0.09764298009627517,0.9674987897954512,1.7678623470908539
2007-03-07,5458.299805,5469.009766,5430.700195,5455.069824,146583800,5732.279785,5771.689941,5355.75,5424.700195,1030212800.0,0.3299524084589667,0.07120894559062055,0.3299524084589667,1.7678623470908539
2007-03-08,5493.700195,5529.310059,5481.549805,5524.259766,146668500,5732.279785,5771.689941,5355.75,5424.700195,1030212800.0,1.268360336940022,0.10329109919110262,1.268360336940022,1.7678623470908539
2007-03-09,5515.919922,5549.299805,5473.319824,5537.839844,137914100,5732.279785,5771.689941,5355.75,5424.700195,1030212800.0,0.24582620251822895,0.13181299493198115,0.24582620251822895,1.7678623470908539
2007-03-12,5553.819824,5565.419922,5478.52002,5496.069824,121047700,5325.140137,5549.299805,5303.290039,5537.839844,785483500.0,-0.7542655832717182,0.10944420967171435,-0.7542655832717182,1.7678623470908539
2007-03-13,5498.580078,5508.560059,5432.509766,5432.939941,129619800,5325.140137,5549.299805,5303.290039,5537.839844,785483500.0,-1.1486368445380313,0.21652899101924294,-1.1486368445380313,1.7678623470908539
2007-03-14,5346.740234,5366.709961,5295.580078,5296.220215,214300300,5325.140137,5549.299805,5303.290039,5537.839844,785483500.0,-2.5164961785834605,0.4914300398529102,-2.5164961785834605,1.7678623470908539
2007-03-15,5376.359863,5389.850098,5320.370117,5389.850098,157388900,5325.140137,5549.299805,5303.290039,5537.839844,785483500.0,1.7678623470908539,0.4783338550590154,1.7678623470908539,1.74821503337117
2007-03-16,5380.129883,5420.620117,5346.72998,5382.160156,191552000,5325.140137,5549.299805,5303.290039,5537.839844,785483500.0,-0.1426745059728729,0.5049933296326993,-0.1426745059728729,1.74821503337117
2007-03-19,5435.370117,5459.399902,5411.540039,5458.950195,68657400,5553.819824,5565.419922,5295.580078,5382.160156,813908700.0,1.426751281535088,0.3989979861412229,1.426751281535088,1.74821503337117
2007-03-20,5459.669922,5504.839844,5426.430176,5503.27002,140060100,5553.819824,5565.419922,5295.580078,5382.160156,813908700.0,0.8118745073108169,0.42682053015650484,0.8118745073108169,1.74821503337117
2007-03-21,5499.049805,5518.120117,5490.580078,5502.180176,125262700,5553.819824,5565.419922,5295.580078,5382.160156,813908700.0,-0.019803571259258135,0.4889195102754841,-0.019803571259258135,1.8846990630527083
2007-03-22,5577.720215,5610.430176,5560.5,5598.370117,170424700,5553.819824,5565.419922,5295.580078,5382.160156,813908700.0,1.74821503337117,0.3445387118914069,1.74821503337117,1.8846990630527083
2007-03-23,5589.799805,5642.189941,5576.819824,5634.75,132817900,5553.819824,5565.419922,5295.580078,5382.160156,813908700.0,0.6498299011979958,0.3195120330640638,0.6498299011979958,1.8846990630527083
2007-03-26,5638.47998,5638.629883,5546.279785,5576.299805,155438900,5435.370117,5642.189941,5411.540039,5634.75,637222800.0,-1.0373165624029568,0.5111823380731366,-1.0373165624029568,1.8846990630527083
