Date,Open,High,Low,Close,Volume
2007-01-05,1418.030029,1429.420044,1405.75,1409.709961,-3531881888
2007-01-12,1409.26001,1431.22998,1403.969971,1430.72998,-7364106480
2007-01-19,1430.72998,1435.27002,1424.209961,1430.5,-6290159184
2007-01-26,1430.469971,1440.689941,1416.959961,1422.180054,-7555516480
2007-02-02,1422.030029,1449.329956,1418.459961,1448.390015,-7577076480
2007-02-09,1448.329956,1452.98999,1433.439941,1438.060059,-8039886480
2007-02-16,1438.0,1457.969971,1431.439941,1455.540039,-8837346480
2007-02-23,1455.530029,1461.569946,1448.359985,1451.189941,-3409341888
2007-03-02,1451.040039,1456.949951,1380.869995,1387.170044,-3475016480
2007-03-09,1387.109985,1410.150024,1373.969971,1402.839966,-5856906480
2007-03-16,1402.800049,1409.339966,1363.97998,1386.949951,-5351376480
2007-03-23,1386.949951,1438.890015,1386.949951,1436.109985,-6967956480
2007-03-30,1436.109985,1437.650024,1408.900024,1420.859985,-7288026480
2007-04-06,1420.829956,1444.880005,1416.369995,1443.76001,-6408679184
2007-04-13,1443.77002,1453.109985,1433.910034,1452.849976,-8204536480
2007-04-20,1452.839966,1484.73999,1452.839966,1484.349976,-6469246480
2007-04-27,1484.329956,1498.02002,1473.73999,1494.069946,-6582866480
2007-05-04,1494.069946,1510.339966,1476.699951,1505.619995,-6021366480
2007-05-11,1505.569946,1513.800049,1491.420044,1505.849976,-7446456480
2007-05-18,1505.76001,1522.75,1498.339966,1522.75,-6884646480
2007-05-25,1522.75,1532.430054,1505.180054,1515.72998,-6382936480
2007-06-01,1515.550049,1540.560059,1510.060059,1536.339966,-5365319184
2007-06-08,1536.280029,1540.530029,1487.410034,1507.670044,-6300336480
2007-06-15,1507.640015,1538.709961,1492.650024,1532.910034,-6595766480
2007-06-22,1532.900024,1537.319946,1500.73999,1502.560059,-5388676480
2007-06-29,1502.560059,1517.530029,1484.180054,1503.349976,-5218786480
2007-07-06,1504.660034,1532.400024,1504.660034,1530.439941,-3610651888
2007-07-13,1530.430054,1555.099976,1506.099976,1552.5,-6141586480
2007-07-20,1552.5,1555.900024,1529.199951,1534.099976,-5157136480
2007-07-27,1534.060059,1547.22998,1458.949951,1458.949951,-715906480
2007-08-03,1458.930054,1488.300049,1432.800049,1433.060059,1076203520
2007-08-10,1433.040039,1503.890015,1427.390015,1453.640015,5236693520
2007-08-17,1453.420044,1466.290039,1370.599976,1445.939941,-3888623776
2007-08-24,1445.939941,1479.400024,1430.540039,1479.369995,-6206436480
2007-08-31,1479.359985,1481.469971,1432.01001,1473.98999,-7851926480
2007-09-07,1473.959961,1496.400024,1449.069946,1453.550049,-5770999184
2007-09-14,1453.5,1489.579956,1439.290039,1484.25,-7219246480
2007-09-21,1484.23999,1538.73999,1471.819946,1525.75,-4683596480
2007-09-28,1525.75,1533.73999,1507.130005,1526.75,-6120836480
2007-10-05,1527.290039,1561.910034,1527.25,1557.589966,-6416156480
2007-10-12,1556.51001,1576.089966,1546.719971,1561.800049,-2462469184
2007-10-19,1562.25,1564.73999,1500.26001,1500.630005,-4098736480
2007-10-26,1497.790039,1535.530029,1489.560059,1535.280029,-2894506480
2007-11-02,1536.920044,1552.76001,1492.530029,1509.650024,-2657306480
2007-11-09,1505.609985,1520.77002,1448.51001,1453.699951,603583520
2007-11-16,1453.660034,1492.140015,1438.530029,1458.73999,-999656480
2007-11-23,1456.699951,1456.699951,1415.640015,1440.699951,1798848112
2007-11-30,1440.73999,1488.939941,1406.099976,1481.140015,-992696480
2007-12-07,1479.630005,1510.630005,1460.660034,1504.660034,-4398026480
2007-12-14,1505.109985,1523.569946,1467.780029,1467.949951,-2964556480
2007-12-21,1465.050049,1485.400024,1435.650024,1484.459961,-2745336480
2007-12-28,1484.550049,1498.849976,1471.699951,1478.48999,-525734592
2008-01-04,1475.25,1475.829956,1411.189941,1411.630005,-3690839184
2008-01-11,1414.069946,1430.280029,1378.699951,1401.02002,2469173520
2008-01-18,1402.910034,1417.890015,1312.51001,1325.189941,3557483520
2008-01-25,1312.939941,1368.560059,1270.050049,1330.609985,-1070916480
2008-02-01,1330.699951,1396.02002,1322.26001,1395.420044,1222873520
2008-02-08,1395.380005,1395.380005,1316.75,1331.290039,-1297546480
2008-02-15,1331.920044,1369.22998,1320.319946,1349.98999,-2752576480
2008-02-22,1355.859985,1367.939941,1327.040039,1353.109985,-2426479184
2008-02-29,1352.75,1388.339966,1325.420044,1330.630005,-1242416480
2008-03-07,1330.449951,1344.189941,1282.430054,1293.369995,566493520
2008-03-14,1293.160034,1333.26001,1272.660034,1288.140015,2536903520
2008-03-21,1283.209961,1341.51001,1256.97998,1329.51001,5342540816
2008-03-28,1330.290039,1359.680054,1312.949951,1315.219971,-1050136480
2008-04-04,1315.920044,1380.910034,1312.810059,1370.400024,-597086480
2008-04-11,1373.689941,1386.73999,1331.209961,1332.829956,-3157946480
2008-04-18,1332.199951,1395.900024,1324.349976,1390.329956,-2131956480
2008-04-25,1387.719971,1399.109985,1369.839966,1397.839966,-1775946480
2008-05-02,1397.959961,1422.719971,1383.069946,1413.900024,-1141816480
2008-05-09,1415.339966,1421.569946,1384.109985,1388.280029,-2718616480
2008-05-16,1389.400024,1425.819946,1386.199951,1425.349976,-2427176480
2008-05-23,1425.280029,1440.23999,1373.719971,1375.930054,-1946216480
2008-05-30,1375.969971,1406.319946,1373.069946,1400.380005,-1923699184
2008-06-06,1399.619995,1404.050049,1359.900024,1360.680054,96953520
2008-06-13,1360.829956,1370.630005,1331.290039,1360.030029,1159443520
2008-06-20,1358.849976,1366.589966,1314.459961,1317.930054,744203520
2008-06-27,1319.77002,1335.630005,1272.0,1278.380005,3681763520
2008-07-04,1278.060059,1292.170044,1252.01001,1262.900024,2222430816
2008-07-11,1262.900024,1277.359985,1225.349976,1239.48999,3293356224
2008-07-18,1241.609985,1262.310059,1200.439941,1260.680054,-1804118368
2008-07-25,1261.819946,1291.170044,1248.829956,1257.76001,2547436224
2008-08-01,1257.76001,1284.930054,1234.369995,1260.310059,3884613520
2008-08-08,1253.27002,1297.849976,1247.449951,1296.319946,3761330816
2008-08-15,1294.420044,1313.150024,1274.859985,1298.199951,1197183520
2008-08-22,1298.140015,1300.219971,1261.160034,1292.199951,-1157096480
2008-08-29,1290.469971,1300.680054,1263.209961,1282.829956,-3824656480
2008-09-05,1287.829956,1303.040039,1217.22998,1242.310059,2890250816
2008-09-12,1249.5,1274.420044,1211.540039,1251.699951,-4236785664
2008-09-19,1250.920044,1265.119995,1133.5,1255.079956,3691397040
2008-09-26,1255.369995,1255.369995,1179.790039,1213.27002,5160633520
2008-10-03,1209.069946,1209.069946,1098.140015,1099.22998,961858928
2008-10-10,1097.560059,1097.560059,839.7999878,899.2199707,-5227850256
2008-10-17,912.75,1044.310059,865.8300171,940.5499878,-6415702960
2008-10-24,943.5100098,985.4400024,852.8499756,876.7700195,120628928
2008-10-31,874.2800293,984.3800049,845.2700195,968.75,2238208928
2008-11-07,968.6699829,1007.51001,899.7299805,930.9899902,5009243520
2008-11-14,936.75,951.9500122,818.6900024,873.289978,3294866224
2008-11-21,873.2299805,882.289978,741.0200195,800.0300293,-1909505664
2008-11-28,801.2000122,896.25,801.2000122,896.2399902,-2403543776
2008-12-05,888.6099854,888.6099854,815.6900024,876.0700073,8994913520
2008-12-12,882.710022,918.5700073,851.3499756,879.7299805,3892466224
2008-12-19,881.0700073,918.8499756,857.7199707,887.8800049,3510056224
2008-12-26,887.2000122,887.3699951,857.0900269,872.7999878,3758485408
2009-01-02,872.3699951,934.7299805,857.0700073,931.7999878,-2007429184
2009-01-09,929.1699829,943.8499756,888.3099976,890.3499756,3744683520
2009-01-16,890.4000244,890.4000244,817.039978,850.1199951,229008928
2009-01-23,849.6400146,849.6400146,804.2999878,831.9500122,3044213520
2009-01-30,832.5,877.8599854,821.6699829,825.8800049,6535183520
2009-02-06,823.0900269,870.75,812.8699951,868.5999756,1023388928
2009-02-13,868.2399902,875.0100098,808.0599976,826.8400269,-20661072
2009-02-20,818.6099854,818.6099854,754.25,770.0499878,4131223520
2009-02-27,773.25,780.1199951,734.5200195,735.0900269,-5195792960
2009-03-06,729.5700073,729.5700073,666.789978,683.3800049,-4985452960
2009-03-13,680.7600098,758.289978,672.8800049,756.5499878,-5652492960
2009-03-20,758.8400269,803.2399902,749.9299927,768.539978,1161674336
2009-03-27,772.3099976,832.9799805,772.3099976,815.9400024,-3890605664
2009-04-03,809.0700073,845.6099854,779.8099976,842.5,5664546224
2009-04-10,839.75,856.9099731,814.5300293,856.5599976,3429913520
2009-04-17,855.3300171,875.6300049,835.5800171,869.5999756,-163228368
2009-04-24,868.2700195,871.7999878,826.8300171,866.2299805,-7533822960
2009-05-01,862.8200073,888.7000122,847.1199951,877.5200195,4447986224
2009-05-08,879.210022,930.1699829,879.210022,929.2299805,-3189552960
2009-05-15,922.9899902,922.9899902,878.9400024,882.8800049,1623988928
2009-05-22,886.0700073,924.5999756,879.6099854,887.0,1633868928
2009-05-29,887.0,920.0200195,881.460022,919.1400146,5975380816
2009-06-05,923.2600098,951.6900024,923.2600098,940.0900269,6837513520
2009-06-12,938.1199951,956.2299805,926.4400024,946.210022,2856923520
2009-06-19,942.4500122,942.4500122,903.7800293,921.2299805,4095293520
2009-06-26,918.1300049,922.0,888.8599854,918.9000244,4124743520
2009-07-03,919.8599854,931.9199829,896.4199829,896.4199829,-490139184
2009-07-10,894.2700195,898.7199707,869.3200073,879.1300049,1892073520
2009-07-17,879.5700073,943.960022,875.3200073,940.3800049,2452483520
2009-07-24,942.0700073,979.789978,940.9899902,979.2600098,3541663520
2009-07-31,978.6300049,996.6799927,968.6500244,987.4799805,4999823520
2009-08-07,990.2199707,1018.0,990.2199707,1010.47998,-2220008368
2009-08-14,1008.890015,1013.140015,992.4000244,1004.090027,5393983520
2009-08-21,998.1799927,1027.589966,978.5100098,1026.130005,1848413520
2009-08-28,1026.589966,1039.469971,1016.200012,1028.930054,7248073520
2009-09-04,1025.209961,1028.449951,991.9699707,1016.400024,661496224
2009-09-11,1018.669983,1048.180054,1018.669983,1042.72998,3371820816
2009-09-18,1040.150024,1074.77002,1035.0,1068.300049,170068928
2009-09-25,1067.140015,1080.150024,1041.170044,1044.380005,3931673520
2009-10-02,1045.380005,1069.619995,1019.950012,1025.209961,4575563520
2009-10-09,1026.869995,1071.51001,1025.920044,1071.48999,858713520
2009-10-16,1071.630005,1096.560059,1066.709961,1087.680054,2227013520
2009-10-23,1088.219971,1101.359985,1074.310059,1079.599976,4117493520
2009-10-30,1080.359985,1091.75,1033.380005,1036.189941,343798928
2009-11-06,1036.180054,1071.47998,1029.380005,1069.300049,4976293520
2009-11-13,1072.310059,1105.369995,1072.310059,1093.47998,-380476480
2009-11-20,1094.130005,1113.689941,1086.810059,1091.380005,-862316480
2009-11-27,1094.859985,1112.380005,1083.73999,1091.48999,-4251869184
2009-12-04,1091.069946,1119.130005,1086.25,1105.97998,1202503520
2009-12-11,1105.52002,1110.719971,1085.890015,1106.410034,-720456480
2009-12-18,1107.839966,1116.209961,1093.880005,1102.469971,2594566224
2009-12-25,1105.310059,1126.47998,1105.310059,1126.47998,-831851888
2010-01-01,1127.530029,1130.380005,1114.810059,1115.099976,-3323191888
2010-01-08,1116.560059,1145.390015,1116.560059,1144.97998,-359486480
2010-01-15,1145.959961,1150.410034,1131.390015,1136.030029,341393520
2010-01-22,1136.030029,1150.449951,1090.180054,1091.76001,1143493520
2010-01-29,1092.400024,1103.689941,1071.589966,1073.869995,3922833520
2010-02-05,1073.890015,1104.72998,1044.5,1066.189941,3936353520
2010-02-12,1065.51001,1080.040039,1056.51001,1075.51001,542243520
2010-02-19,1079.130005,1112.420044,1079.130005,1109.170044,-1016969184
2010-02-26,1110.0,1112.290039,1086.02002,1104.48999,-504666480
2010-03-05,1105.359985,1139.380005,1105.359985,1138.699951,-1463186480
2010-03-12,1138.400024,1153.410034,1134.900024,1149.98999,2551753520
2010-03-19,1148.530029,1169.839966,1141.449951,1159.900024,1469163520
2010-03-26,1157.25,1180.689941,1152.880005,1166.589966,2281553520
2010-04-02,1167.709961,1181.430054,1165.77002,1178.099976,-228079184
2010-04-09,1178.709961,1194.660034,1175.119995,1194.369995,832933520
2010-04-16,1194.939941,1213.920044,1186.77002,1192.130005,4104706224
2010-04-23,1192.060059,1217.280029,1183.680054,1217.280029,3230676224
2010-04-30,1217.069946,1219.800049,1181.619995,1186.689941,5782476224
2010-05-07,1188.579956,1205.130005,1065.790039,1110.880005,-235275664
2010-05-14,1122.27002,1173.569946,1122.27002,1135.680054,3188946224
