Date,Open,High,Low,Close,Volume,Open_weekly,High_weekly,Low_weekly,Close_weekly,Volume_weekly,Daily_Return,Sharpe_Reward,Return_Reward,MinMax_Reward
04-01-2007,12473.16016,12510.41016,12403.86035,12480.69043,259060000,,,,,,0.0494680375076717,0.20659662909708243,0.0494680375076717,0.785581953796588
05-01-2007,12480.0498,12480.12988,12365.41016,12398.00977,235220000,,,,,,-0.6624686387642464,0.18847175360458132,-0.6624686387642464,0.785581953796588
08-01-2007,12392.00977,12445.91992,12337.37012,12423.49023,223500000,12459.54004,12580.34961,12365.41016,12398.00977,821480000.0,0.20552056719340683,0.24696634352419314,0.20552056719340683,0.785581953796588
09-01-2007,12424.76953,12466.42969,12369.16992,12416.59961,225190000,12459.54004,12580.34961,12365.41016,12398.00977,821480000.0,-0.05546444575905696,0.4081132847607236,-0.05546444575905696,0.785581953796588
10-01-2007,12417.0,12451.61035,12355.62988,12442.16016,226570000,12459.54004,12580.34961,12365.41016,12398.00977,821480000.0,0.20585789026663637,0.09317192783684171,0.20585789026663637,0.785581953796588
11-01-2007,12442.95996,12544.45996,12442.95996,12514.98047,261720000,12459.54004,12580.34961,12365.41016,12398.00977,821480000.0,0.58527063679914,-0.04240918538047373,0.58527063679914,0.785581953796588
12-01-2007,12514.66016,12561.04004,12489.66016,12556.08008,256530000,12459.54004,12580.34961,12365.41016,12398.00977,821480000.0,0.3284033091263794,-0.10501777300642202,0.3284033091263794,0.785581953796588
16-01-2007,12555.83984,12585.08008,12538.92969,12582.58984,242720000,12392.00977,12561.04004,12337.37012,12556.08008,1193510000.0,0.21113086115329693,-0.09426045045654952,0.21113086115329693,0.8149723492831606
17-01-2007,12571.45996,12614.0,12550.5498,12577.15039,272720000,12392.00977,12561.04004,12337.37012,12556.08008,1193510000.0,-0.043229971485736485,0.06613342443628459,-0.043229971485736485,0.8149723492831606
18-01-2007,12575.05957,12611.91016,12547.33984,12567.92969,250690000,12392.00977,12561.04004,12337.37012,12556.08008,1193510000.0,-0.0733131092026329,0.15063373173593925,-0.0733131092026329,0.8149723492831606
19-01-2007,12567.92969,12586.83984,12523.5498,12565.53027,287480000,12392.00977,12561.04004,12337.37012,12556.08008,1193510000.0,-0.019091609033350387,0.12485236431828971,-0.019091609033350387,0.8149723492831606
22-01-2007,12565.53027,12572.58008,12450.88965,12477.16016,293400000,12555.83984,12614.0,12523.5498,12565.53027,1053610000.0,-0.7032740210811683,0.29475428305467827,-0.7032740210811683,0.8149723492831606
23-01-2007,12477.80957,12554.23047,12468.34961,12533.7998,236760000,12555.83984,12614.0,12523.5498,12565.53027,1053610000.0,0.45394656535371336,0.21632745133771475,0.45394656535371336,0.8149723492831606
24-01-2007,12534.37012,12623.4502,12531.08008,12621.76953,216920000,12555.83984,12614.0,12523.5498,12565.53027,1053610000.0,0.7018600217309823,0.08220965005380954,0.7018600217309823,0.8149723492831606
25-01-2007,12621.76953,12622.65039,12487.33984,12502.55957,275780000,12555.83984,12614.0,12523.5498,12565.53027,1053610000.0,-0.9444789790897135,0.35355292768015556,-0.9444789790897135,0.8149723492831606
26-01-2007,12503.28027,12539.08984,12431.33984,12487.01953,247020000,12555.83984,12614.0,12523.5498,12565.53027,1053610000.0,-0.1242948686866363,0.21721205665414378,-0.1242948686866363,0.8149723492831606
29-01-2007,12487.09961,12542.7002,12481.49023,12490.78027,234510000,12565.53027,12623.4502,12431.33984,12487.01953,1269880000.0,0.030117194827505855,0.13867455516437546,0.030117194827505855,0.8149723492831606
30-01-2007,12492.23047,12538.4502,12459.45996,12523.30957,244040000,12565.53027,12623.4502,12431.33984,12487.01953,1269880000.0,0.2604264849500826,0.24414425516804744,0.2604264849500826,0.8149723492831606
31-01-2007,12520.03027,12657.01953,12505.2002,12621.69043,258410000,12565.53027,12623.4502,12431.33984,12487.01953,1269880000.0,0.785581953796588,0.23015975687660137,0.785581953796588,0.8149723492831606
01-02-2007,12617.2002,12682.57031,12616.08008,12673.67969,235130000,12565.53027,12623.4502,12431.33984,12487.01953,1269880000.0,0.4119040970647525,0.18050854190838256,0.4119040970647525,0.8149723492831606
02-02-2007,12673.83984,12683.92969,12638.34961,12653.49023,203610000,12565.53027,12623.4502,12431.33984,12487.01953,1269880000.0,-0.15930227442888523,0.2294499295011078,-0.15930227442888523,0.8149723492831606
05-02-2007,12653.41016,12681.20996,12629.86035,12661.74023,204140000,12487.09961,12683.92969,12459.45996,12653.49023,1175700000.0,0.06519940229960941,0.2505996422841608,0.06519940229960941,1.3043512869108875
06-02-2007,12661.66016,12680.57031,12633.94043,12666.30957,201010000,12487.09961,12683.92969,12459.45996,12653.49023,1175700000.0,0.03608777243093719,0.13623899046910454,0.03608777243093719,1.3043512869108875
07-02-2007,12656.86035,12700.28027,12630.5,12666.87012,194020000,12487.09961,12683.92969,12459.45996,12653.49023,1175700000.0,0.004425519500395048,0.0357248587681666,0.004425519500395048,1.3043512869108875
08-02-2007,12665.66992,12665.83008,12575.86035,12637.62988,193820000,12487.09961,12683.92969,12459.45996,12653.49023,1175700000.0,-0.23084029221892566,0.01922969005394774,-0.23084029221892566,1.3043512869108875
09-02-2007,12638.03027,12675.67969,12545.09961,12580.83008,220330000,12487.09961,12683.92969,12459.45996,12653.49023,1175700000.0,-0.4494497824302557,0.09738955807934566,-0.4494497824302557,1.3043512869108875
12-02-2007,12580.11035,12607.50977,12536.20996,12552.5498,174980000,12653.41016,12700.28027,12545.09961,12580.83008,1013320000.0,-0.22478866513709894,-0.23209230331235892,-0.22478866513709894,1.3043512869108875
13-02-2007,12549.19043,12658.21973,12549.19043,12654.84961,204940000,12653.41016,12700.28027,12545.09961,12580.83008,1013320000.0,0.8149723492831606,-0.2741701550691157,0.8149723492831606,1.3043512869108875
14-02-2007,12651.29004,12759.40039,12651.20996,12741.86035,210880000,12653.41016,12700.28027,12545.09961,12580.83008,1013320000.0,0.6875683447967962,-0.3804201094410157,0.6875683447967962,1.3043512869108875
15-02-2007,12741.7002,12779.03027,12728.71973,12765.00977,183280000,12653.41016,12700.28027,12545.09961,12580.83008,1013320000.0,0.1816800636964988,-0.49438796581191957,0.1816800636964988,1.3043512869108875
16-02-2007,12764.12988,12769.16992,12744.01953,12767.57031,243560000,12653.41016,12700.28027,12545.09961,12580.83008,1013320000.0,0.02005905241073691,-0.5556361131822618,0.02005905241073691,1.3043512869108875
20-02-2007,12766.84961,12795.92969,12704.67969,12786.63965,205760000,12580.11035,12779.03027,12536.20996,12767.57031,1017640000.0,0.14935762668222274,-0.3887118486425854,0.14935762668222274,1.3043512869108875
21-02-2007,12782.87012,12782.87012,12707.16992,12738.41016,213470000,12580.11035,12779.03027,12536.20996,12767.57031,1017640000.0,-0.377186589441425,-0.36569641777894596,-0.377186589441425,1.3043512869108875
22-02-2007,12735.76953,12763.73047,12650.61035,12686.01953,206860000,12580.11035,12779.03027,12536.20996,12767.57031,1017640000.0,-0.4112807590739398,-0.2737093059552474,-0.4112807590739398,1.3043512869108875
23-02-2007,12679.88965,12682.12988,12628.01953,12647.48047,215430000,12580.11035,12779.03027,12536.20996,12767.57031,1017640000.0,-0.3037915865481855,-0.2366348940827703,-0.3037915865481855,1.3043512869108875
26-02-2007,12647.87988,12697.23047,12608.46973,12632.25977,230080000,12766.84961,12795.92969,12628.01953,12647.48047,841520000.0,-0.12034570866588101,-0.19623398229057928,-0.12034570866588101,1.3043512869108875
27-02-2007,12628.90039,12629.37988,12086.05957,12216.24023,393300000,12766.84961,12795.92969,12628.01953,12647.48047,841520000.0,-3.293310520640136,-0.12297703042584042,-3.293310520640136,1.3043512869108875
28-02-2007,12214.91992,12353.46973,12186.04004,12268.62988,412820000,12766.84961,12795.92969,12628.01953,12647.48047,841520000.0,0.4288524866377985,-0.11740881402007539,0.4288524866377985,1.3043512869108875
01-03-2007,12268.62988,12289.21973,12059.54004,12234.33984,372010000,12766.84961,12795.92969,12628.01953,12647.48047,841520000.0,-0.279493638127426,-0.06277338156711501,-0.279493638127426,1.3043512869108875
02-03-2007,12233.78027,12247.40039,12107.37012,12114.09961,315180000,12766.84961,12795.92969,12628.01953,12647.48047,841520000.0,-0.9828093021159834,0.00040577861842878255,-0.9828093021159834,1.3043512869108875
05-03-2007,12111.61035,12188.83984,12039.11035,12050.41016,278770000,12647.87988,12697.23047,12059.54004,12114.09961,1723390000.0,-0.5257464611519769,0.16632213078854022,-0.5257464611519769,1.3043512869108875
06-03-2007,12051.16992,12224.41016,12050.61035,12207.58984,278810000,12647.87988,12697.23047,12059.54004,12114.09961,1723390000.0,1.3043512869108875,0.08485727012469452,1.3043512869108875,1.2973521135055233
07-03-2007,12204.45996,12256.94043,12178.99023,12192.4502,263540000,12647.87988,12697.23047,12059.54004,12114.09961,1723390000.0,-0.1240182558427172,0.23617293166050524,-0.1240182558427172,1.2973521135055233
08-03-2007,12193.33008,12303.63965,12193.33008,12260.7002,241070000,12647.87988,12697.23047,12059.54004,12114.09961,1723390000.0,0.5597726370045075,0.1874622705101562,0.5597726370045075,1.2973521135055233
09-03-2007,12262.05957,12330.87988,12228.5,12276.32031,211040000,12647.87988,12697.23047,12059.54004,12114.09961,1723390000.0,0.12739982011793494,0.19110694472807085,0.12739982011793494,1.2973521135055233
12-03-2007,12275.67969,12349.9502,12246.51953,12318.62012,219580000,12111.61035,12330.87988,12039.11035,12276.32031,1273230000.0,0.34456424182369716,0.1411382472693909,0.34456424182369716,1.2973521135055233
13-03-2007,12307.49023,12307.57031,12071.48047,12075.95996,312340000,12111.61035,12330.87988,12039.11035,12276.32031,1273230000.0,-1.9698647870959762,0.4603709588294578,-1.9698647870959762,1.2973521135055233
14-03-2007,12074.51953,12142.94043,11939.61035,12133.40039,333450000,12111.61035,12330.87988,12039.11035,12276.32031,1273230000.0,0.4756593280390575,0.2117270791316012,0.4756593280390575,1.2973521135055233
15-03-2007,12133.16016,12188.12012,12105.91992,12159.67969,232600000,12111.61035,12330.87988,12039.11035,12276.32031,1273230000.0,0.21658644036555152,0.23701807369431466,0.21658644036555152,1.2973521135055233
16-03-2007,12159.67969,12190.36035,12082.12988,12110.41016,388660000,12111.61035,12330.87988,12039.11035,12276.32031,1273230000.0,-0.40518772908566536,0.3187476016554172,-0.40518772908566536,1.2973521135055233
19-03-2007,12110.41016,12234.66992,12110.41016,12226.16992,208480000,12275.67969,12349.9502,11939.61035,12110.41016,1486630000.0,0.9558698547002864,0.2235395094156419,0.9558698547002864,1.2973521135055233
20-03-2007,12226.80957,12294.03027,12213.11035,12288.09961,196620000,12275.67969,12349.9502,11939.61035,12110.41016,1486630000.0,0.5065338565162003,0.28564245161966956,0.5065338565162003,1.2973521135055233
21-03-2007,12288.98047,12480.4502,12263.50977,12447.51953,246000000,12275.67969,12349.9502,11939.61035,12110.41016,1486630000.0,1.2973521135055233,0.13458697197869726,1.2973521135055233,1.033733652612745
22-03-2007,12446.71973,12476.28027,12408.50977,12461.13965,232700000,12275.67969,12349.9502,11939.61035,12110.41016,1486630000.0,0.1094203545306538,0.15991054562490176,0.1094203545306538,1.197244291049815
23-03-2007,12460.5,12511.0498,12448.65039,12481.00977,206410000,12275.67969,12349.9502,11939.61035,12110.41016,1486630000.0,0.15945668340215935,0.1425583570711372,0.15945668340215935,1.197244291049815
26-03-2007,12480.37012,12486.78027,12367.16992,12469.07031,219960000,12110.41016,12511.0498,12110.41016,12481.00977,1090210000.0,-0.09566100996651894,0.17017184390348736,-0.09566100996651894,1.197244291049815
27-03-2007,12468.66992,12468.66992,12377.26953,12397.29004,209340000,12110.41016,12511.0498,12110.41016,12481.00977,1090210000.0,-0.5756665750968781,0.1374834587487965,-0.5756665750968781,1.197244291049815
28-03-2007,12396.49023,12396.49023,12257.41992,12300.36035,224830000,12110.41016,12511.0498,12110.41016,12481.00977,1090210000.0,-0.7818619205266164,0.46324760292893424,-0.7818619205266164,1.197244291049815
29-03-2007,12301.48047,12381.91016,12267.58984,12348.75,208160000,12110.41016,12511.0498,12110.41016,12481.00977,1090210000.0,0.3934002632695055,0.4761930903824255,0.3934002632695055,1.197244291049815
30-03-2007,12348.91016,12416.67969,12242.59961,12354.34961,233630000,12110.41016,12511.0498,12110.41016,12481.00977,1090210000.0,0.04534556129163203,0.6060859330124578,0.04534556129163203,1.197244291049815
02-04-2007,12354.51953,12394.98047,12324.28027,12382.2998,209420000,12480.37012,12486.78027,12242.59961,12354.34961,1095920000.0,0.22623764813469727,0.6437581778132957,0.22623764813469727,1.197244291049815
03-04-2007,12379.0498,12534.26953,12379.0498,12510.2998,220470000,12480.37012,12486.78027,12242.59961,12354.34961,1095920000.0,1.033733652612745,0.5634196910180165,1.033733652612745,1.197244291049815
04-04-2007,12511.36035,12541.50977,12495.75,12530.0498,210130000,12480.37012,12486.78027,12242.59961,12354.34961,1095920000.0,0.1578699177137155,0.528959741298273,0.1578699177137155,1.197244291049815
